Dataset,Precision,Recall,Accuracy,F1,Runtime,rfc__bootstrap,rfc__ccp_alpha,rfc__class_weight,rfc__criterion,rfc__max_depth,rfc__max_features,rfc__max_leaf_nodes,rfc__max_samples,rfc__min_impurity_decrease,rfc__min_samples_leaf,rfc__min_samples_split,rfc__min_weight_fraction_leaf,rfc__n_estimators,rfc__oob_score,rfc__random_state,rfc__verbose,rfc__warm_start
fc_valid_lb_none,0.9261034520445284,0.9186224845471023,0.9261034520445284,0.893075793516322,301.90950322151184,True,0.0,balanced_subsample,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_std,0.92308652960552,0.9150842657504991,0.92308652960552,0.8888989108620652,298.1694531440735,True,0.0,balanced,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1,0.9213837459802054,0.9110626044956344,0.9213837459802054,0.8862435057601084,296.2606921195984,True,0.0,balanced,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-10,0.9218588962803336,0.9137032210016757,0.9218588962803336,0.8869510211458521,298.9031562805176,True,0.0,balanced,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-100,0.9257397927331752,0.9204033269829469,0.9257397927331752,0.8927750484517961,300.3674385547638,True,0.0,balanced,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1000,0.9257501483123615,0.9118002042521586,0.9257501483123615,0.8920072661217076,303.44876074790955,True,0.0,balanced,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_none,0.9311212873626421,0.9393227903366644,0.9311212873626421,0.92352598895386,716.1499526500702,True,0.0,balanced,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_std,0.9226109149029414,0.9336285752963701,0.9226109149029414,0.9146835922697991,704.7804915904999,True,0.0,balanced,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1,0.9247813461174975,0.9396138546618803,0.9247813461174975,0.9170935881289004,708.8697421550751,True,0.0,balanced_subsample,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-10,0.9270420574002286,0.9415973699477858,0.9270420574002286,0.9198246873465069,709.7153780460358,True,0.0,balanced,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-100,0.9311964417578266,0.9399133328174573,0.9311964417578266,0.9238199363027049,746.7976272106171,True,0.0,balanced_subsample,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1000,0.9334473189047074,0.9375884325392979,0.9334473189047074,0.9258699230563104,680.1801798343658,True,0.0,balanced,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_none,0.9257397142634085,0.9188937950267255,0.9257397142634085,0.8926313888387214,303.8616027832031,True,0.0,balanced,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_none,0.9263093788063338,0.9206851610500838,0.9263093788063338,0.8934257774565821,305.74675703048706,True,0.0,balanced_subsample,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_none,0.9271884076075075,0.91829137778605,0.9271884076075075,0.8943421022817393,304.8669273853302,True,0.0,balanced_subsample,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_std,0.923274974253347,0.9143688513232645,0.923274974253347,0.8895329244456426,299.9646329879761,True,0.0,balanced_subsample,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_std,0.9234782337045657,0.9137032210016757,0.9234782337045657,0.8890599877714622,296.62756633758545,True,0.0,balanced,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_std,0.9243062708743016,0.9178291699494833,0.9243062708743016,0.890908272976742,297.8103754520416,True,0.0,balanced_subsample,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1,0.9242412421003355,0.9157159487776484,0.9242412421003355,0.8901210818150955,295.1091113090515,True,0.0,balanced,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1,0.9226552984165651,0.9130981195308137,0.9226552984165651,0.8879082082965578,300.65222787857056,True,0.0,balanced_subsample,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1,0.9247533408267765,0.919094304388422,0.9247533408267765,0.8909354210978867,292.5226216316223,True,0.0,balanced_subsample,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-10,0.9264914828173061,0.9167638144089532,0.9264914828173061,0.893068047606069,290.02997612953186,True,0.0,balanced,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-10,0.9247595553334998,0.9093485735526438,0.9247595553334998,0.8903801096426378,288.4711675643921,True,0.0,None,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-10,0.9246410736579276,0.9136336168828151,0.9246410736579276,0.8905956183873673,289.34286761283875,True,0.0,balanced,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-100,0.9272681868552075,0.9205420959806925,0.9272681868552075,0.8948745713770079,296.067494392395,True,0.0,balanced,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-100,0.9242303671456881,0.917665016883297,0.9242303671456881,0.8909597161719136,297.330926656723,True,0.0,balanced_subsample,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-100,0.9234168123907069,0.9139020537124802,0.9234168123907069,0.889135004407477,299.10732769966125,True,0.0,balanced_subsample,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1000,0.926467144396047,0.9213748956303924,0.926467144396047,0.8940048609235755,296.4233446121216,True,0.0,balanced,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1000,0.926409968146899,0.9199701867983416,0.926409968146899,0.8933975707403135,297.51402139663696,True,0.0,balanced_subsample,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1000,0.9253724351166495,0.9204989759821263,0.9253724351166495,0.8921973336942546,292.96080589294434,True,0.0,balanced,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_none,0.9320503458052322,0.9396713569589874,0.9320503458052322,0.9246826462493691,728.8128383159637,True,0.0,balanced,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_none,0.933988896611493,0.9416140405253574,0.933988896611493,0.9266697804764129,728.5395364761353,True,0.0,balanced,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_none,0.9308765265519049,0.9381151121032709,0.9308765265519049,0.9231783145648872,730.5109510421753,True,0.0,balanced_subsample,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_std,0.9223353524938781,0.9349469033408263,0.9223353524938781,0.9143490661688761,725.716076374054,True,0.0,balanced_subsample,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_std,0.9225053260944265,0.9342811210753647,0.9225053260944265,0.9144872171613283,728.2241032123566,True,0.0,balanced_subsample,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_std,0.9228001477016085,0.9349927360774818,0.9228001477016085,0.9148093397013114,725.3126969337463,True,0.0,balanced_subsample,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1,0.9246687176666724,0.940555103306586,0.9246687176666724,0.9171612171612172,707.2876324653625,True,0.0,balanced,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1,0.9249750833419252,0.940704042730246,0.9249750833419252,0.9175837659273243,709.6231906414032,True,0.0,balanced,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1,0.9264297922410313,0.9410131448653476,0.9264297922410313,0.9188026086297111,706.9630019664764,True,0.0,balanced,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-10,0.9256414882010842,0.9421322746199283,0.9256414882010842,0.9183010854176499,711.9143888950348,True,0.0,balanced,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-10,0.9263023923774143,0.9402658720176474,0.9263023923774143,0.9189628761087051,719.2656013965607,True,0.0,balanced_subsample,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-10,0.9280006173580505,0.9420477868566781,0.9280006173580505,0.9205604382089438,713.2107841968536,True,0.0,None,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-100,0.932469450670239,0.9418886198547215,0.932469450670239,0.9251859885457693,736.2993245124817,True,0.0,balanced_subsample,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-100,0.9307657274453697,0.9373223229998646,0.9307657274453697,0.9232615507700515,732.3203775882721,True,0.0,None,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-100,0.9307046417490997,0.9417257109579734,0.9307046417490997,0.923274557755807,738.1628038883209,True,0.0,balanced_subsample,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1000,0.9335234054977801,0.9392682737772265,0.9335234054977801,0.9260515279754683,714.4771583080292,True,0.0,balanced_subsample,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1000,0.9343738457441783,0.9393533612793045,0.9343738457441783,0.9268521532658025,700.4308755397797,True,0.0,balanced,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1000,0.9337297120812462,0.9383918372088521,0.9337297120812462,0.9262950681816009,712.4081075191498,True,0.0,balanced_subsample,gini,None,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
