Dataset,Precision_mean,Precision_std,Precision_min,Precision_max,Recall_mean,Recall_std,Recall_min,Recall_max,Accuracy_mean,Accuracy_std,Accuracy_min,Accuracy_max,F1_mean,F1_std,F1_min,F1_max,ROC_AUC_mean,ROC_AUC_std,ROC_AUC_min,ROC_AUC_max,P_R_AUC_mean,P_R_AUC_std,P_R_AUC_min,P_R_AUC_max,Runtime(seconds)_mean,Runtime(seconds)_std,Runtime(seconds)_min,Runtime(seconds)_max
lr_mm_0-100_10_default,0.92199,0.00376,0.91704,0.92634,0.92914,0.00782,0.91924,0.93767,0.92199,0.00376,0.91704,0.92634,0.91346,0.00445,0.90761,0.91853,0.94838,0.00219,0.94525,0.95121,0.9369,0.00271,0.93267,0.94052,1.73512,0.0538,1.66857,1.84572
lr_none_10_opt-01,0.91935,0.00109,0.91713,0.92097,0.95502,0.00295,0.94985,0.95923,0.91935,0.00109,0.91713,0.92097,0.913,0.00097,0.91112,0.91436,0.96296,0.00059,0.96211,0.96364,0.94748,0.00113,0.94595,0.94942,1.67886,0.03341,1.63556,1.73394
lr_mm_0-100_10_opt-02,0.91978,0.00503,0.91266,0.92573,0.94909,0.00566,0.94122,0.95872,0.91978,0.00503,0.91266,0.92573,0.91289,0.00545,0.9053,0.9193,0.95762,0.00663,0.94912,0.96728,0.94092,0.01141,0.92707,0.95625,1.64756,0.05766,1.56082,1.76594
lr_mm_0-10_22_opt-02,0.92037,0.0071,0.90988,0.93043,0.94156,0.01189,0.92013,0.95514,0.92037,0.0071,0.90988,0.93043,0.91288,0.00801,0.90078,0.92374,0.95268,0.01296,0.93473,0.96855,0.94007,0.01631,0.92049,0.96263,2.36871,0.20885,2.07767,2.8488
lr_mm_0-10_15_opt-01,0.91896,0.00512,0.91279,0.92684,0.9559,0.00342,0.94848,0.96159,0.91896,0.00512,0.91279,0.92684,0.91274,0.00522,0.90639,0.92079,0.96178,0.00473,0.95752,0.96925,0.94554,0.00908,0.93753,0.96025,1.96685,0.069,1.85894,2.11975
lr_mm_0-10_10_opt-01,0.91899,0.00481,0.91347,0.92641,0.95517,0.00288,0.94979,0.95997,0.91899,0.00481,0.91347,0.92641,0.9127,0.0049,0.90668,0.92014,0.96173,0.00475,0.95716,0.96907,0.94443,0.00978,0.9352,0.95926,1.69406,0.05223,1.5887,1.79643
lr_none_15_opt-02,0.91892,0.00092,0.91705,0.92043,0.95081,0.00347,0.94376,0.95573,0.91892,0.00092,0.91705,0.92043,0.91225,0.00087,0.91086,0.91395,0.95643,0.00124,0.95507,0.9586,0.94104,0.00157,0.93822,0.94308,1.93119,0.06002,1.83587,2.04472
lr_std_15_default,0.92139,0.00061,0.92041,0.92217,0.9222,0.00103,0.92043,0.92376,0.92139,0.00061,0.92041,0.92217,0.91225,0.00065,0.91114,0.91309,0.94218,0.00065,0.94125,0.9432,0.93642,0.00088,0.93548,0.93823,2.13998,0.02862,2.09176,2.17626
lr_mm_0-10_10_default,0.92095,0.00344,0.91669,0.92634,0.92681,0.00725,0.91884,0.93767,0.92095,0.00344,0.91669,0.92634,0.91221,0.00408,0.90712,0.91853,0.94745,0.00228,0.94412,0.95121,0.9361,0.00255,0.93267,0.94052,1.75547,0.06992,1.66857,2.01864
lr_mm_0-100_15_default,0.92105,0.00334,0.91611,0.92548,0.92124,0.00709,0.91148,0.93061,0.92105,0.00334,0.91611,0.92548,0.91177,0.00401,0.90599,0.91721,0.94202,0.00206,0.93836,0.94506,0.93514,0.00232,0.93126,0.93852,2.08571,0.06637,1.99433,2.22448
lr_mm_0-1_10_opt-01,0.91806,0.00447,0.91347,0.92641,0.9544,0.00308,0.94624,0.95997,0.91806,0.00447,0.91347,0.92641,0.91173,0.00458,0.90668,0.92014,0.96082,0.00444,0.95566,0.96907,0.94281,0.00894,0.93504,0.95926,1.70167,0.04846,1.5887,1.79643
lr_mm_0-1_15_opt-01,0.91796,0.00477,0.91279,0.92684,0.95515,0.0034,0.94848,0.96159,0.91796,0.00477,0.91279,0.92684,0.91169,0.00488,0.90639,0.92079,0.96109,0.00427,0.95752,0.96925,0.94451,0.00806,0.93753,0.96025,1.97529,0.06353,1.85894,2.11975
lr_none_10_opt-02,0.9182,0.00087,0.91678,0.91922,0.95136,0.00295,0.94589,0.95589,0.9182,0.00087,0.91678,0.91922,0.91159,0.00089,0.91,0.91274,0.95853,0.00158,0.95654,0.96041,0.94196,0.00204,0.93904,0.94493,1.61956,0.0383,1.57776,1.68065
lr_mm_0-100_22_default,0.9217,0.00359,0.91662,0.92686,0.90984,0.00683,0.9016,0.92026,0.9217,0.00359,0.91662,0.92686,0.91146,0.0043,0.90557,0.91768,0.93341,0.00185,0.93042,0.93714,0.93533,0.00219,0.93153,0.93876,2.58308,0.171,2.37613,3.05176
lr_none_10_default,0.92028,0.00065,0.91944,0.92142,0.92497,0.00165,0.92231,0.92716,0.92028,0.00065,0.91944,0.92142,0.91137,0.00084,0.91027,0.91285,0.94739,0.00069,0.946,0.94864,0.93563,0.00075,0.93422,0.93677,1.74606,0.05156,1.70078,1.85369
lr_mm_0-1_10_default,0.92014,0.0033,0.91638,0.92634,0.92561,0.00661,0.91884,0.93767,0.92014,0.0033,0.91638,0.92634,0.91129,0.00389,0.90698,0.91853,0.94668,0.00242,0.94315,0.95121,0.93533,0.00263,0.93147,0.94052,1.76458,0.06477,1.66857,2.01864
lr_mm_0-10_15_default,0.91995,0.00321,0.91501,0.92548,0.91937,0.00638,0.91148,0.93061,0.91995,0.00321,0.91501,0.92548,0.9105,0.00381,0.90481,0.91721,0.94139,0.002,0.93831,0.94506,0.93466,0.00214,0.93126,0.93852,2.0953,0.0602,1.99433,2.22448
