Dataset,Precision_mean,Precision_std,Precision_min,Precision_max,Recall_mean,Recall_std,Recall_min,Recall_max,Accuracy_mean,Accuracy_std,Accuracy_min,Accuracy_max,F1_mean,F1_std,F1_min,F1_max,ROC_AUC_mean,ROC_AUC_std,ROC_AUC_min,ROC_AUC_max,P_R_AUC_mean,P_R_AUC_std,P_R_AUC_min,P_R_AUC_max,Runtime(seconds)_mean,Runtime(seconds)_std,Runtime(seconds)_min,Runtime(seconds)_max
lr_none_15_opt-02,0.93054,0.00078,0.92959,0.9318,0.96746,0.00127,0.96514,0.96983,0.93054,0.00078,0.92959,0.9318,0.92503,0.00084,0.92392,0.92653,0.98001,0.00048,0.97948,0.98089,0.97209,0.00071,0.97134,0.97352,59.68062,0.48208,59.1201,60.65909
lr_mm_0-1000_22_default,0.93248,0.0009,0.93146,0.93393,0.9356,0.00119,0.9337,0.9372,0.93248,0.0009,0.93146,0.93393,0.92473,0.00099,0.92357,0.92627,0.98181,0.00028,0.98133,0.98227,0.97688,0.00036,0.97603,0.97732,34.24742,0.47353,33.39223,34.8634
lr_mm_0-1_22_opt-01,0.9309,0.00307,0.92657,0.93552,0.957,0.00457,0.94882,0.9628,0.9309,0.00307,0.92657,0.93552,0.92466,0.00305,0.92005,0.92904,0.97942,0.00413,0.97481,0.98584,0.97004,0.00861,0.96065,0.98301,54.48843,2.82585,49.19925,57.43785
lr_mm_0-100_15_opt-01,0.93118,0.00113,0.92943,0.9329,0.95058,0.00261,0.94624,0.95413,0.93118,0.00113,0.92943,0.9329,0.9245,0.00104,0.92278,0.92622,0.97879,0.00234,0.97599,0.98123,0.97055,0.00545,0.96458,0.97617,45.34681,2.18485,42.75125,47.77516
lr_mm_0-100_22_default,0.93178,0.00109,0.92988,0.93393,0.93679,0.00178,0.9337,0.93968,0.93178,0.00109,0.92988,0.93393,0.92409,0.00114,0.92195,0.92627,0.97977,0.00212,0.97701,0.98227,0.97179,0.00525,0.96583,0.97732,35.93069,1.78396,33.39223,38.48862
lr_none_15_opt-01,0.93023,0.00073,0.92937,0.93161,0.94963,0.00062,0.94858,0.95069,0.93023,0.00073,0.92937,0.93161,0.92348,0.00072,0.92266,0.92491,0.97871,0.00025,0.97839,0.97923,0.97076,0.00039,0.97015,0.97152,45.74488,0.4,44.76852,46.34983
lr_none_22_default,0.93124,0.00078,0.92966,0.93249,0.93605,0.0012,0.93473,0.93818,0.93124,0.00078,0.92966,0.93249,0.92347,0.00086,0.92172,0.92493,0.97879,0.00029,0.97848,0.97943,0.96972,0.00052,0.96911,0.97094,36.77363,0.2953,36.44492,37.36808
lr_mm_0-1000_15_default,0.93046,0.00059,0.92977,0.9314,0.94044,0.00088,0.939,0.94163,0.93046,0.00059,0.92977,0.9314,0.92294,0.00058,0.92227,0.9239,0.97801,0.00036,0.97757,0.9786,0.97034,0.00049,0.96955,0.97103,28.61026,0.14039,28.43086,28.92982
lr_mm_0-10_15_opt-02,0.928,0.00529,0.92071,0.93528,0.96724,0.00255,0.96285,0.9714,0.928,0.00529,0.92071,0.93528,0.92257,0.00518,0.91528,0.92971,0.97711,0.00531,0.97039,0.98425,0.96556,0.01064,0.95171,0.97927,59.09328,1.94124,56.15755,61.50843
lr_mm_0-10_15_opt-01,0.92932,0.00286,0.9245,0.9329,0.94939,0.00282,0.94541,0.95413,0.92932,0.00286,0.9245,0.9329,0.92251,0.00302,0.91751,0.92622,0.97647,0.00385,0.97117,0.98123,0.96536,0.00868,0.95388,0.97617,46.98515,2.96179,42.75125,51.21176
lr_mm_0-10_22_opt-02,0.92767,0.00673,0.91783,0.93621,0.96947,0.00302,0.96537,0.97452,0.92767,0.00673,0.91783,0.93621,0.92241,0.00665,0.91269,0.93087,0.97947,0.00583,0.97198,0.98688,0.97027,0.0108,0.95629,0.9836,66.58112,2.0601,62.8994,68.53705
